Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
878;9500154011;"Journal of African American Studies";journal;"19364741, 15591646";"Springer";No;No;0,221;Q3;29;27;84;1030;72;77;0,53;38,15;42,86;0;United States;Northern America;"Springer";"1996, 2003-2005, 2007-2026";"Cultural Studies (Q2); Gender Studies (Q3); Sociology and Political Science (Q3)";"Social Sciences"
879;19300157038;"Journal of Australian Political Economy";journal;"01565826";"Australian Political Economy Movement";No;No;0,221;Q3;20;31;56;1168;40;37;0,69;37,68;47,83;0;Australia;Pacific Region;"Australian Political Economy Movement";"2008-2025";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
880;21100838844;"Eastern Journal of European Studies";journal;"20686633, 2068651X";"Alexandru Ioan Cuza University of Iasi";Yes;Yes;0,220;Q3;13;34;125;1838;114;121;0,78;54,06;51,43;0;Romania;Eastern Europe;"Alexandru Ioan Cuza University of Iasi";"2017-2025";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
881;5700168539;"Political Theology";journal;"17431719, 1462317X";"Taylor and Francis Ltd.";No;No;0,220;Q3;12;94;210;3510;74;143;0,29;37,34;34,52;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008, 2011, 2013-2026";"Religious Studies (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
882;21101146446;"Japanese Political Economy";journal;"23291958, 2329194X";"Routledge";No;No;0,219;Q3;11;25;52;987;43;44;0,93;39,48;20,00;0;United States;Northern America;"Routledge";"1997-2000, 2002-2012, 2014-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
883;34981;"Journal of Social Welfare and Family Law";journal;"09649069, 14699621";"Routledge";No;No;0,219;Q3;35;32;138;1517;94;119;0,57;47,41;61,54;3;United Kingdom;Western Europe;"Routledge";"1979, 1987-1988, 1991-2026";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
884;27025;"Orbis";journal;"00304387";"Elsevier B.V.";No;No;0,219;Q3;33;0;134;0;85;121;0,66;0,00;0,00;0;Netherlands;Western Europe;"Elsevier B.V.";"1986, 1989, 1993-2024";"Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3); Sociology and Political Science (Q3)";"Engineering; Social Sciences"
885;19400157211;"Civil Szemle";journal;"30042119, 17863341";"Civil Szemle Foundation";No;No;0,218;Q3;8;44;198;2047;130;175;0,70;46,52;49,23;1;Hungary;Eastern Europe;"Civil Szemle Foundation";"2008-2011, 2013, 2020-2026";"Political Science and International Relations (Q3); Public Administration (Q3); Sociology and Political Science (Q3)";"Social Sciences"
886;19700169827;"Sociolinguistic Studies";journal;"17508649, 17508657";"University of Toronto Press";No;No;0,218;Q3;22;19;57;828;56;51;0,87;43,58;91,30;0;Canada;Northern America;"University of Toronto Press";"2008-2025";"Linguistics and Language (Q2); Sociology and Political Science (Q3)";"Social Sciences"
887;19285;"Zeitschrift fur Soziologie";journal;"23660325, 03401804";"Walter de Gruyter GmbH";No;No;0,218;Q3;40;27;83;2010;76;77;0,84;74,44;41,46;1;Germany;Western Europe;"Walter de Gruyter GmbH";"1972, 1981, 1983-1984, 1986-1987, 1989-1991, 1994-2026";"Sociology and Political Science (Q3)";"Social Sciences"
888;14377;"Estudios Sociologicos";journal;"01854186, 24486442";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,217;Q3;10;32;176;1340;70;176;0,30;41,88;48,15;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1984-1985, 1992, 1994-1996, 1998, 2014-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
889;17505;"Social Change";journal;"00490857, 09763538";"SAGE Publications Ltd";No;No;0,217;Q3;20;35;96;1265;97;80;0,86;36,14;38,78;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1971-2026";"Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Development (Q4)";"Social Sciences"
890;21100203918;"Social Evolution and History";journal;"16814363";"Uchitel Publishing House";No;No;0,217;Q3;15;26;54;902;40;48;1,15;34,69;48,08;0;Russian Federation;Eastern Europe;"Uchitel Publishing House";"2011-2025";"History (Q1); Anthropology (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
891;21101093357;"Statistics, Politics and Policy";journal;"21517509, 21946299";"Walter de Gruyter GmbH";No;No;0,217;Q3;13;16;49;751;42;47;0,97;46,94;23,81;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
892;19700181417;"Acta Borealia";journal;"1503111X, 08003831";"Routledge";No;No;0,216;Q3;22;4;29;213;33;26;1,10;53,25;75,00;0;United Kingdom;Western Europe;"Routledge";"1984-1994, 1996-2025";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
893;19957;"Economic and Political Weekly";journal;"23498846, 00129976";"Economic and Political Weekly";No;No;0,216;Q3;81;861;2504;13134;629;1524;0,26;15,25;37,24;0;India;Asiatic Region;"Economic and Political Weekly";"1978-1980, 1982-1986, 1993, 1995-1997, 2002, 2007-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
894;21100780829;"Ekonomicheskaya Sotsiologiya";journal;"17263247";"National Research University Higher School of Economics (HSE University)";Yes;No;0,216;Q3;9;27;94;1530;37;89;0,41;56,67;59,52;0;Russian Federation;Eastern Europe;"National Research University Higher School of Economics (HSE University)";"2016-2025";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
895;19400156802;"International Journal of Action Research";journal;"18611303, 18619916";"Verlag Barbara Budrich";No;No;0,216;Q3;16;12;61;431;25;46;0,36;35,92;64,71;0;Germany;Western Europe;"Verlag Barbara Budrich";"2009-2025";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
896;13478;"Journal of Muslim Minority Affairs";journal;"14699591, 13602004";"Routledge";No;No;0,216;Q3;27;0;45;0;40;45;0,27;0,00;0,00;0;United Kingdom;Western Europe;"Routledge";"1996, 2010-2023";"Anthropology (Q2); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
897;21100920038;"Revista de Bioetica y Derecho";journal;"18865887";"Universitat de Barcelona, Observatorio de Bioetica y Derecho";Yes;Yes;0,216;Q3;6;37;117;1381;53;106;0,48;37,32;50,88;0;Spain;Western Europe;"Universitat de Barcelona, Observatorio de Bioetica y Derecho";"2019-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
898;14543;"Smith College Studies in Social Work";journal;"15530426, 00377317";"Routledge";No;No;0,216;Q3;29;0;39;0;57;36;1,28;0,00;0,00;0;United States;Northern America;"Routledge";"1930-2023";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Work (Q4)";"Social Sciences"
899;21100904427;"International Journal for Research on Service-Learning and Community Engagement";journal;"23749466";"Tulane University";No;No;0,215;Q3;10;16;42;770;35;42;0,83;48,13;71,70;0;United States;Northern America;"Tulane University";"2017-2025";"Education (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
900;26853;"Middle East Journal";journal;"19403461, 00263141";"Middle East Institute";No;No;0,215;Q3;51;17;56;1281;31;45;0,32;75,35;36,36;0;United States;Northern America;"Middle East Institute";"1976, 1979-1980, 1983-1986, 1996-2026";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
901;14047;"Muslim World";journal;"14781913, 00274909";"John Wiley and Sons Inc";No;No;0,215;Q3;35;27;62;669;44;61;0,46;24,78;32,14;0;United States;Northern America;"John Wiley and Sons Inc";"1911-2026";"History (Q1); Religious Studies (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
902;21101289897;"Prophetic Law Review";journal;"26862379, 26863464";"Faculty of Law, Universitas Islam Indonesia";Yes;No;0,215;Q3;4;10;36;471;19;36;0,33;47,10;47,06;0;Indonesia;Asiatic Region;"Faculty of Law, Universitas Islam Indonesia";"2021-2025";"Religious Studies (Q1); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
903;14615;"Social Work and Social Sciences Review";journal;"17466105, 09535225";"Whiting and Birch";No;No;0,215;Q3;15;16;64;473;58;57;0,50;29,56;33,33;0;United Kingdom;Western Europe;"Whiting and Birch";"1997-1998, 2000, 2004-2005, 2007-2008, 2010-2015, 2017-2025";"Sociology and Political Science (Q3); Health (social science) (Q4); Social Work (Q4)";"Social Sciences"
904;21100872361;"American Political Thought";journal;"21611599, 21611580";"University of Chicago Press";No;No;0,214;Q3;8;29;69;930;21;63;0,33;32,07;4,35;0;United States;Northern America;"University of Chicago Press";"2012, 2015-2026";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
905;21101393931;"Emancipations";journal;"27658414";"Mississippi State University";No;No;0,214;Q3;6;16;78;451;60;52;0,68;28,19;45,45;0;United States;Northern America;"Mississippi State University";"2022-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
906;21100996940;"Journal of Global Slavery";journal;"2405836X, 24058351";"Brill Academic Publishers";No;No;0,214;Q3;7;9;36;471;30;34;1,09;52,33;41,67;0;Netherlands;Western Europe;"Brill Academic Publishers";"2017, 2019-2025";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
907;21100896892;"Revista de Administracao Mackenzie";journal;"15186776, 16786971";"Mackenzie Presbyterian University";Yes;Yes;0,214;Q3;20;43;119;2531;145;118;1,12;58,86;40,34;0;Brazil;Latin America;"Mackenzie Presbyterian University";"2008-2025";"Business, Management and Accounting (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Business, Management and Accounting; Social Sciences"
908;21101090838;"Revista Interdisciplinar da Mobilidade Humana";journal;"19808585, 22379843";"Scalabrini Migration Study Centers";Yes;Yes;0,214;Q3;10;51;145;2091;80;130;0,48;41,00;63,53;0;Italy;Western Europe;"Scalabrini Migration Study Centers";"2019-2025";"Demography (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
909;5700163444;"Russian Review";journal;"14679434, 00360341";"John Wiley and Sons Inc";No;No;0,214;Q3;33;33;101;1884;43;93;0,49;57,09;45,00;0;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1973, 1978, 1981, 1983, 1985, 1987, 1996-2026";"History (Q1); Literature and Literary Theory (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
910;21100820742;"Scottish Affairs";journal;"09660356, 2053888X";"Edinburgh University Press";No;No;0,214;Q3;21;27;88;918;37;82;0,37;34,00;26,47;2;United Kingdom;Western Europe;"Edinburgh University Press";"1996-2026";"Sociology and Political Science (Q3)";"Social Sciences"
911;21101038706;"African Conflict and Peacebuilding Review";journal;"21567263, 2156695X";"The Trustees of Indiana University";No;No;0,213;Q3;8;12;44;709;22;42;0,68;59,08;33,33;0;United States;Northern America;"The Trustees of Indiana University";"2019-2025";"Anthropology (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Social Sciences"
912;21100210921;"Central European Journal of Public Policy";journal;"18024866";"Sciendo";Yes;No;0,213;Q3;14;11;27;462;38;27;1,53;42,00;31,82;0;Czech Republic;Eastern Europe;"Sciendo";"2012-2025";"Law (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
913;21101040605;"Turyzm/Tourism";journal;"08675856, 20806922";"Lodz University Press";Yes;Yes;0,213;Q3;13;28;73;2148;105;73;1,25;76,71;41,43;0;Poland;Eastern Europe;"Lodz University Press";"2001-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
914;21100826381;"Woman in Russian Society";journal;"19922892, 2500221X";"Ivanovo State University Publishing";No;No;0,213;Q3;8;41;148;830;30;148;0,24;20,24;71,93;0;Russian Federation;Eastern Europe;"Ivanovo State University Publishing";"2017-2025";"Gender Studies (Q3); Sociology and Political Science (Q3)";"Social Sciences"
915;5800205583;"Fascism";journal;"22116249, 22116257";"Brill Academic Publishers";Yes;No;0,212;Q3;13;0;42;0;54;42;1,38;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2024";"History (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
916;21101041815;"Journal of ASEAN Studies";journal;"23381361, 23381353";"Bina Nusantara University";Yes;No;0,212;Q3;9;10;59;686;83;54;1,16;68,60;54,17;0;Indonesia;Asiatic Region;"Bina Nusantara University";"2019-2025";"Cultural Studies (Q2); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
917;21100898633;"Journal of Contemporary Eastern Asia";journal;"23839449";"World Association for Triple helix and Future strategy studies";Yes;Yes;0,212;Q3;11;17;22;911;25;22;1,00;53,59;36,67;0;South Korea;Asiatic Region;"World Association for Triple helix and Future strategy studies";"2018-2025";"Communication (Q3); Computer Networks and Communications (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Computer Science; Economics, Econometrics and Finance; Social Sciences"
918;18112;"Sociologicky Casopis";journal;"00380288";"Sociologicky Ustav";Yes;No;0,210;Q3;28;14;92;784;62;86;0,46;56,00;48,39;0;Czech Republic;Eastern Europe;"Sociologicky Ustav";"1992, 1997-1998, 2002-2025";"Sociology and Political Science (Q3)";"Social Sciences"
919;21100409809;"Studies in Ethnicity and Nationalism";journal;"14738481, 17549469";"Ain Shams University";No;No;0,210;Q3;27;35;65;2533;65;62;0,87;72,37;43,75;0;United Kingdom;Western Europe;"Ain Shams University";"2001-2026";"Sociology and Political Science (Q3)";"Social Sciences"
920;21100827151;"Foundation Review";journal;"19445660, 19445679";"Dorothy A. Johnson Center for Philanthropy, Grand Valley State University";No;No;0,209;Q3;18;25;83;423;45;74;0,62;16,92;82,35;0;United States;Northern America;"Dorothy A. Johnson Center for Philanthropy, Grand Valley State University";"2009-2013, 2015-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
921;21100211326;"Araucaria";journal;"15756823";"Departamento de Literatura Espanola-Universidad de Sevilla";Yes;Yes;0,208;Q3;10;72;277;3041;88;271;0,30;42,24;26,98;0;Spain;Western Europe;"Departamento de Literatura Espanola-Universidad de Sevilla";"2012-2025";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Philosophy (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
922;4400151727;"Estudos Avancados";journal;"18069592, 01034014";"Instituto de Estudos Avancados da Universidade de Sao Paulo";Yes;Yes;0,208;Q3;39;64;200;2440;99;192;0,36;38,13;43,06;0;Brazil;Latin America;"Instituto de Estudos Avancados da Universidade de Sao Paulo";"2006-2025";"Cultural Studies (Q2); Sociology and Political Science (Q3)";"Social Sciences"
923;19700174722;"Housing, Care and Support";journal;"14608790";"Emerald Group Publishing Ltd.";No;No;0,208;Q3;16;10;40;476;35;39;0,57;47,60;67,74;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2025";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
924;18800156723;"Asia-Pacific Social Science Review";journal;"01198386";"De la Salle University";No;No;0,207;Q3;16;42;112;2123;104;96;0,89;50,55;54,05;0;Philippines;Asiatic Region;"De la Salle University";"2009-2025";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
925;21100784268;"International Human Rights Law Review";journal;"22131027, 22131035";"Brill Academic Publishers";No;No;0,207;Q3;11;10;34;1233;34;33;1,13;123,30;53,85;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
926;5700152854;"Journal of Policy History";journal;"08980306, 15284190";"Cambridge University Press";No;No;0,207;Q3;26;17;58;1663;34;58;0,50;97,82;33,33;0;United Kingdom;Western Europe;"Cambridge University Press";"1989-2026";"Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
927;22888;"Political Science";journal;"00323187, 20410611";"Taylor and Francis Ltd.";Yes;No;0,207;Q3;21;16;32;1069;52;27;1,50;66,81;30,43;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1948-1949, 1951-1956, 1960, 1962-1965, 1967-1974, 1976-2026";"Sociology and Political Science (Q3)";"Social Sciences"
928;5700179313;"Yale French Studies";book series;"00440078";"Yale University Press";No;No;0,207;Q3;15;12;32;421;5;27;0,22;35,08;22,22;0;United States;Northern America;"Yale University Press";"2002-2014, 2018-2019, 2021-2025";"History (Q1); Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
929;21101133220;"Sortuz";journal;"19880847";"Onati International Institute for the Sociology of Law";Yes;Yes;0,206;Q3;3;21;55;849;32;52;0,53;40,43;45,83;0;Spain;Western Europe;"Onati International Institute for the Sociology of Law";"2019, 2021-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
930;19700187803;"South Asian History and Culture";journal;"19472501, 19472498";"Taylor and Francis Ltd.";No;No;0,206;Q3;18;33;94;1066;75;88;0,61;32,30;42,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2026";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
931;21100927210;"Balkan Social Science Review";journal;"18578772, 18578799";"Goce Delchev University of Shtip";No;No;0,205;Q3;8;30;96;1342;54;96;0,54;44,73;50,94;0;Macedonia;Eastern Europe;"Goce Delchev University of Shtip";"2013-2025";"Law (Q3); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
932;21100927374;"Humanity: An International Journal of Human Rights, Humanitarianism, and Development";journal;"21514372, 21514364";"University of Pennsylvania Press";No;No;0,205;Q3;11;0;73;0;60;67;0,46;0,00;0,00;0;United States;Northern America;"University of Pennsylvania Press";"2019-2024";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
933;21101378437;"Jurnal Litigasi";journal;"24422274";"Pasundan University";Yes;No;0,205;Q3;3;30;59;1295;39;59;0,73;43,17;45,00;0;Indonesia;Asiatic Region;"Pasundan University";"2021-2025";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
934;21100199115;"Rusin";journal;"23451149, 18572685";"Association 'Rus'";Yes;No;0,205;Q3;11;45;201;1109;37;190;0,18;24,64;57,63;0;Moldova;Eastern Europe;"Association 'Rus'";"2011-2025";"Literature and Literary Theory (Q1); History (Q2); Linguistics and Language (Q2); Anthropology (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
935;26486;"Sociologia del Lavoro";journal;"1972554X, 03925048";"FrancoAngeli";No;No;0,205;Q3;9;21;106;1130;63;102;0,64;53,81;76,19;0;Italy;Western Europe;"FrancoAngeli";"1992, 1996, 2015-2025";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
936;13474;"Africa Development/Afrique et Developpement";journal;"08503907";"Council for the Development of Social Science Research in Africa";Yes;No;0,204;Q3;23;0;104;0;76;98;0,57;0,00;0,00;0;Senegal;Africa;"Council for the Development of Social Science Research in Africa";"1978-1979, 1981-1986, 1990, 1994-1995, 2007-2024";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Development (Q4)";"Social Sciences"
937;21101060203;"Interdisciplinary Political Studies";journal;"20398573";"University of Salento";Yes;Yes;0,204;Q3;8;24;36;1711;27;35;0,79;71,29;66,67;0;Italy;Western Europe;"University of Salento";"2017-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
938;21101021459;"Canadian Journal of European and Russian Studies";journal;"25628429";"Carleton University - Centre for European Studies";Yes;Yes;0,203;Q3;6;9;30;597;20;26;0,60;66,33;33,33;0;Canada;Northern America;"Carleton University - Centre for European Studies";"2019-2020, 2022-2025";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
939;21100889438;"International Journal of Pluralism and Economics Education";journal;"17575656, 17575648";"Inderscience Enterprises Ltd";No;No;0,203;Q3;7;10;48;544;33;47;0,83;54,40;54,55;0;Switzerland;Western Europe;"Inderscience Enterprises Ltd";"2017-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Education (Q4)";"Economics, Econometrics and Finance; Social Sciences"
940;21101093350;"Kriminologie";journal;"26986779";"Universitat zu Koln";Yes;Yes;0,203;Q3;6;27;59;1300;21;56;0,24;48,15;55,56;0;Germany;Western Europe;"Universitat zu Koln";"2019-2025";"Cultural Studies (Q2); Law (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
941;5600153356;"Perfiles Latinoamericanos";journal;"01887653";"Flacso Mexico";Yes;Yes;0,203;Q3;16;26;87;1195;42;87;0,48;45,96;35,90;0;Mexico;Latin America;"Flacso Mexico";"2008-2026";"Sociology and Political Science (Q3)";"Social Sciences"
942;21100793924;"TRaNS: Trans-Regional and -National Studies of Southeast Asia";journal;"2051364X, 20513658";"Cambridge University Press";No;No;0,203;Q3;20;22;41;1502;61;40;1,69;68,27;52,17;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2026";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
943;21100301442;"International Journal of Electronic Governance";journal;"17427517, 17427509";"Inderscience";No;No;0,202;Q3;24;16;63;937;48;61;0,91;58,56;17,50;0;Switzerland;Western Europe;"Inderscience";"2007-2025";"Sociology and Political Science (Q3); Computer Science Applications (Q4); Public Administration (Q4)";"Computer Science; Social Sciences"
944;25885;"Issues and Studies";journal;"2529802X, 10132511";"World Scientific Publishing Co. Pte Ltd";No;No;0,202;Q3;24;16;53;1107;40;51;0,53;69,19;13,64;0;Taiwan;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1972-1975, 1978, 1980, 1985, 1995-2026";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
945;21101045754;"Southern African Journal of Social Work and Social Development";journal;"27089355, 25200097";"Unisa Press";No;No;0,202;Q3;9;28;93;1370;55;93;0,53;48,93;71,93;0;South Africa;Africa;"Unisa Press";"2017-2025";"Sociology and Political Science (Q3); Development (Q4); Health (social science) (Q4)";"Social Sciences"
946;16885;"African and Asian Studies";journal;"15692108, 15692094";"Brill Academic Publishers";No;No;0,201;Q3;24;51;61;2732;48;59;0,81;53,57;30,49;0;Netherlands;Western Europe;"Brill Academic Publishers";"1966, 1971, 1975-1982, 1984-1988, 1990-1991, 1993-1994, 1996-2026";"History (Q2); Sociology and Political Science (Q3); Development (Q4)";"Arts and Humanities; Social Sciences"
947;21101053580;"Journal of Psychosocial Studies";journal;"14786737";"Policy Press";No;No;0,201;Q3;8;20;68;495;52;59;0,84;24,75;58,33;0;United Kingdom;Western Europe;"Policy Press";"2019-2025";"Cultural Studies (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)";"Psychology; Social Sciences"
948;15690;"Journal of Sociology and Social Welfare";journal;"01915096";"Western Michigan University";No;No;0,201;Q3;38;14;66;496;51;65;0,67;35,43;65,22;0;United States;Northern America;"Western Michigan University";"1976-1977, 1981, 1988, 1990-1991, 1995-1996, 2005-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
949;21101149133;"Res Publica. Revista de Historia de las Ideas Politicas";journal;"15764184, 19896115";"Universidad Complutense Madrid";No;No;0,201;Q3;4;47;137;1343;24;128;0,17;28,57;28,26;0;Spain;Western Europe;"Universidad Complutense Madrid";"2019-2025";"Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
950;11600153627;"Zhurnal Issledovanii Sotsial'noi Politiki";journal;"17270634";"National Research University Higher School of Economics (HSE University)";Yes;No;0,201;Q3;12;47;172;1390;63;165;0,27;29,57;78,41;0;Russian Federation;Eastern Europe;"National Research University Higher School of Economics (HSE University)";"2016-2025";"Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
951;21101105294;"Revista Brasileira de Seguranca Publica";journal;"19811659, 25950258";"Forum Brasileiro de Seguranca Publica";Yes;Yes;0,200;Q3;4;37;119;1556;19;113;0,15;42,05;36,36;0;Brazil;Latin America;"Forum Brasileiro de Seguranca Publica";"2019-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
952;21100899306;"Asian Journal for Public Opinion Research";journal;"22886168";"Center for Asian Public Opinion Research and Collaboration Initiative";Yes;No;0,199;Q3;12;20;46;1121;30;41;0,66;56,05;37,78;0;South Korea;Asiatic Region;"Center for Asian Public Opinion Research and Collaboration Initiative";"2018-2025";"Communication (Q3); Sociology and Political Science (Q3)";"Social Sciences"
953;21100855754;"Australian Journal of Human Rights";journal;"2573573X, 1323238X";"Taylor and Francis Ltd.";No;No;0,199;Q3;20;13;90;491;74;69;0,73;37,77;73,08;0;Australia;Pacific Region;"Taylor and Francis Ltd.";"1994, 1996-2026";"History (Q2); Philosophy (Q2); Law (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
954;21101263031;"Humanimalia";journal;"21518645";"OpenJournals";Yes;Yes;0,199;Q3;5;21;41;1072;19;36;0,30;51,05;65,00;0;Netherlands;Western Europe;"OpenJournals";"2009, 2016-2017, 2020, 2022-2025";"Cultural Studies (Q2); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
955;17100154726;"Middle East Law and Governance";journal;"18763367, 18763375";"Brill Academic Publishers";No;No;0,199;Q3;22;18;61;1279;43;56;0,46;71,06;60,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2009-2026";"Arts and Humanities (miscellaneous) (Q2); Law (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
